i,d,sum,r,s,k,aligned,nX,nY,nZ,v0,v1,v2,v3,l1,db,Tdot,eq,recon
5584,64,104,0,0,32,1,32,32,32,-2,4,-4,2,12,0,0,1,1
5584,423,643,0,1,211,0,211,211,211,-3,5,-5,3,16,2,-2,1,1
5586,16,26,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
5588,420,641,0,0,210,1,210,210,210,-3,6,-6,3,18,0,0,1,1
5595,58,95,1,0,29,0,28,28,28,0,2,-3,1,6,-3,3,1,1
5597,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
5597,59,97,1,1,29,0,29,29,29,-1,2,-1,0,4,-1,1,1,1
5598,409,625,0,1,204,0,204,204,204,-3,5,-5,3,16,2,-2,1,1
5602,17,28,0,1,8,0,8,8,8,0,-1,1,0,2,2,-2,1,1
5602,412,627,0,0,206,1,206,206,206,-3,6,-6,3,18,0,0,1,1
5603,412,627,1,0,206,0,205,205,205,-3,6,-6,3,18,0,0,1,1
5604,412,627,0,0,206,1,206,206,206,-3,6,-6,3,18,0,0,1,1
5608,404,615,0,0,202,1,202,202,202,-3,6,-6,3,18,0,0,1,1
5620,16,28,0,0,8,1,8,8,8,-1,2,-2,1,6,0,0,1,1
5629,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
5641,316,476,1,0,158,0,157,157,157,1,-1,1,-1,4,-2,2,1,1
5644,315,474,0,1,157,0,157,157,157,0,-1,1,0,2,2,-2,1,1
5648,309,465,0,1,154,0,154,154,154,2,-3,2,-1,8,-1,1,1,1
5649,45,72,1,1,22,0,22,22,22,0,2,-3,1,6,-3,3,1,1
5649,59,95,1,1,29,0,29,29,29,0,2,-3,1,6,-3,3,1,1
5653,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
5657,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
5659,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
5661,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
5661,379,573,1,1,189,0,189,189,189,-2,5,-5,2,14,-2,2,1,1
5669,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
5673,279,417,1,1,139,0,139,139,139,0,0,1,-1,2,-1,1,1,1
5675,254,381,1,0,127,0,126,126,126,1,-1,0,0,2,-1,1,1,1
5676,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
5681,237,358,1,1,118,0,118,118,118,1,-1,1,-1,4,-2,2,1,1
5685,541,814,1,1,270,0,270,270,270,-4,9,-9,4,26,-2,2,1,1
5692,543,815,0,1,271,0,271,271,271,-5,9,-9,5,28,2,-2,1,1
5696,215,325,0,1,107,0,107,107,107,1,-3,3,-1,8,2,-2,1,1
5700,241,362,0,1,120,0,120,120,120,2,-3,2,-1,8,-1,1,1,1
5701,208,314,1,0,104,0,103,103,103,2,-3,3,-2,10,-2,2,1,1
5701,535,804,1,1,267,0,267,267,267,-4,9,-9,4,26,-2,2,1,1
5709,208,314,1,0,104,0,103,103,103,1,-1,0,0,2,-1,1,1,1
5709,217,327,1,1,108,0,108,108,108,2,-2,1,-1,6,-3,3,1,1
5709,236,355,1,0,118,0,117,117,117,1,-2,2,-1,6,0,0,1,1
5711,236,355,1,0,118,0,117,117,117,1,-2,2,-1,6,0,0,1,1
5712,208,314,0,0,104,1,104,104,104,0,0,0,0,0,0,0,1,1
5712,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
5713,512,768,1,0,256,0,255,255,255,-4,8,-8,4,24,0,0,1,1
5714,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
5715,512,768,1,0,256,0,255,255,255,-4,8,-8,4,24,0,0,1,1
5716,24,40,0,0,12,1,12,12,12,0,0,0,0,0,0,0,1,1
5716,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
5716,528,794,0,0,264,1,264,264,264,-5,10,-10,5,30,0,0,1,1
5717,512,768,1,0,256,0,255,255,255,-4,8,-8,4,24,0,0,1,1
5717,515,773,1,1,257,0,257,257,257,-4,9,-9,4,26,-2,2,1,1
5717,528,794,1,0,264,0,263,263,263,-5,10,-10,5,30,0,0,1,1
5718,25,43,0,1,12,0,12,12,12,-1,1,-1,1,4,2,-2,1,1
5718,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
5718,528,794,0,0,264,1,264,264,264,-5,10,-10,5,30,0,0,1,1
5719,512,768,1,0,256,0,255,255,255,-4,8,-8,4,24,0,0,1,1
5720,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
5722,524,788,0,0,262,1,262,262,262,-4,9,-11,6,30,0,0,1,1
5724,19,32,0,1,9,0,9,9,9,-1,1,-1,1,4,2,-2,1,1
5724,528,794,0,0,264,1,264,264,264,-5,10,-10,5,30,0,0,1,1
5725,272,408,1,0,136,0,135,135,135,0,0,0,0,0,0,0,1,1
5729,521,784,1,1,260,0,260,260,260,-4,9,-10,5,28,-1,1,1,1
5732,16,28,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
5732,520,782,0,0,260,1,260,260,260,-5,10,-10,5,30,0,0,1,1
5733,208,314,1,0,104,0,103,103,103,2,-3,2,-1,8,-1,1,1,1
5733,519,780,1,1,259,0,259,259,259,-4,10,-11,5,30,-3,3,1,1
5734,207,314,0,1,103,0,103,103,103,2,-3,2,-1,8,-1,1,1,1
5734,524,788,0,0,262,1,262,262,262,-4,9,-11,6,30,0,0,1,1
5736,263,393,0,1,131,0,131,131,131,-1,1,-1,1,4,2,-2,1,1
5736,516,775,0,0,258,1,258,258,258,-5,10,-10,5,30,0,0,1,1
5738,505,756,0,1,252,0,252,252,252,-6,11,-10,5,32,1,-1,1,1
5739,26,43,1,0,13,0,12,12,12,0,0,0,0,0,0,0,1,1
5739,188,282,1,0,94,0,93,93,93,0,0,0,0,0,0,0,1,1
5740,24,40,0,0,12,1,12,12,12,0,0,0,0,0,0,0,1,1
5743,347,521,1,1,173,0,173,173,173,-4,7,-6,3,20,1,-1,1,1
5747,187,282,1,1,93,0,93,93,93,0,0,1,-1,2,-1,1,1,1
5748,16,28,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
5749,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
5753,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
5755,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
5756,149,225,0,1,74,0,74,74,74,0,1,-2,1,4,-1,1,1,1
5757,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
5762,177,264,0,1,88,0,88,88,88,0,-1,1,0,2,2,-2,1,1
5768,163,242,0,1,81,0,81,81,81,-1,1,-1,1,4,2,-2,1,1
5768,164,243,0,0,82,1,82,82,82,-1,2,-2,1,6,0,0,1,1
5781,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
5785,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
5787,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
5789,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
5793,538,803,1,0,269,0,268,268,268,-6,10,-10,6,32,4,-4,1,1
5796,32,46,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
5796,56,78,0,0,28,1,28,28,28,0,0,0,0,0,0,0,1,1
5800,263,389,0,1,131,0,131,131,131,-3,5,-5,3,16,2,-2,1,1
5801,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
5801,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
5809,68,95,1,0,34,0,33,33,33,0,1,-1,0,2,-2,2,1,1
5810,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
5811,51,70,1,1,25,0,25,25,25,0,1,0,-1,2,-3,3,1,1
5811,66,92,1,0,33,0,32,32,32,0,2,-2,0,4,-4,4,1,1
5813,240,354,1,0,120,0,119,119,119,-3,4,-3,2,12,3,-3,1,1
5820,59,82,0,1,29,0,29,29,29,-1,1,-1,1,4,2,-2,1,1
5821,240,354,1,0,120,0,119,119,119,-1,3,-3,1,8,-2,2,1,1
5822,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
5823,234,344,1,0,117,0,116,116,116,0,1,-2,1,4,-1,1,1,1
5824,240,354,0,0,120,1,120,120,120,-2,4,-4,2,12,0,0,1,1
5825,36,51,1,0,18,0,17,17,17,0,-1,2,-1,4,1,-1,1,1
5827,36,51,1,0,18,0,17,17,17,1,-1,1,-1,4,-2,2,1,1
5828,228,337,0,0,114,1,114,114,114,-1,2,-2,1,6,0,0,1,1
5831,31,44,1,1,15,0,15,15,15,0,-1,2,-1,4,1,-1,1,1
5843,305,454,1,1,152,0,152,152,152,-6,12,-12,6,36,0,0,1,1
5845,304,454,1,0,152,0,151,151,151,-6,12,-12,6,36,0,0,1,1
5848,295,441,0,1,147,0,147,147,147,-6,11,-11,6,34,2,-2,1,1
5853,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
5854,300,447,0,0,150,1,150,150,150,-5,10,-10,5,30,0,0,1,1
5855,300,447,1,0,150,0,149,149,149,-5,10,-10,5,30,0,0,1,1
5856,284,423,0,0,142,1,142,142,142,-5,10,-10,5,30,0,0,1,1
5856,300,447,0,0,150,1,150,150,150,-5,10,-10,5,30,0,0,1,1
5857,298,443,1,0,149,0,148,148,148,-6,10,-10,6,32,4,-4,1,1
5860,221,327,0,1,110,0,110,110,110,-2,5,-6,3,16,-1,1,1,1
5865,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
5865,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
5865,30,40,1,0,15,0,14,14,14,-2,2,-2,2,8,4,-4,1,1
5865,206,302,1,0,103,0,102,102,102,-2,3,-3,2,10,2,-2,1,1
5866,213,314,0,1,106,0,106,106,106,-3,5,-5,3,16,2,-2,1,1
5869,28,37,1,0,14,0,13,13,13,-2,2,-1,1,6,3,-3,1,1
5874,25,34,0,1,12,0,12,12,12,-1,1,0,0,2,1,-1,1,1
5876,456,682,0,0,228,1,228,228,228,-4,8,-8,4,24,0,0,1,1
5877,496,742,1,0,248,0,247,247,247,-4,6,-5,3,18,3,-3,1,1
5878,497,744,0,1,248,0,248,248,248,-3,5,-4,2,14,1,-1,1,1
5880,36,49,0,0,18,1,18,18,18,-1,2,-2,1,6,0,0,1,1
5880,496,742,0,0,248,1,248,248,248,-2,4,-4,2,12,0,0,1,1
5886,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
5892,449,672,0,1,224,0,224,224,224,-3,7,-8,4,22,-1,1,1,1
5893,159,238,1,1,79,0,79,79,79,0,0,1,-1,2,-1,1,1,1
5893,192,284,1,0,96,0,95,95,95,-1,3,-3,1,8,-2,2,1,1
5895,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
5895,158,236,1,0,79,0,78,78,78,0,-1,2,-1,4,1,-1,1,1
5896,192,284,0,0,96,1,96,96,96,-2,4,-4,2,12,0,0,1,1
5897,156,233,1,0,78,0,77,77,77,0,-1,1,0,2,2,-2,1,1
5897,191,282,1,1,95,0,95,95,95,-1,4,-5,2,12,-3,3,1,1
5899,156,233,1,0,78,0,77,77,77,0,-1,2,-1,4,1,-1,1,1
5905,276,413,1,0,138,0,137,137,137,-4,7,-6,3,20,1,-1,1,1
5907,142,214,1,0,71,0,70,70,70,1,-1,1,-1,4,-2,2,1,1
5907,276,413,1,0,138,0,137,137,137,-3,7,-7,3,20,-2,2,1,1
5908,128,192,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
5909,128,192,1,0,64,0,63,63,63,0,0,0,0,0,0,0,1,1
5910,128,192,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
5911,271,406,1,1,135,0,135,135,135,-4,7,-6,3,20,1,-1,1,1
5917,127,190,1,1,63,0,63,63,63,1,-1,1,-1,4,-2,2,1,1
5919,126,188,1,0,63,0,62,62,62,1,-2,2,-1,6,0,0,1,1
5920,108,161,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
5921,124,185,1,0,62,0,61,61,61,1,-2,2,-1,6,0,0,1,1
5922,435,655,0,1,217,0,217,217,217,-2,5,-6,3,16,-1,1,1,1
5923,124,185,1,0,62,0,61,61,61,1,-2,2,-1,6,0,0,1,1
5925,258,387,1,0,129,0,128,128,128,-3,6,-5,2,16,-1,1,1,1
5925,432,650,1,0,216,0,215,215,215,-2,5,-5,2,14,-2,2,1,1
5930,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5933,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
5934,135,204,0,1,67,0,67,67,67,1,-1,0,0,2,-1,1,1,1
5934,136,205,0,0,68,1,68,68,68,1,-1,-1,1,4,0,0,1,1
5935,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
5936,180,267,0,0,90,1,90,90,90,-3,6,-6,3,18,0,0,1,1
5937,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
5938,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
5938,132,199,0,0,66,1,66,66,66,0,0,0,0,0,0,0,1,1
5941,173,260,1,1,86,0,86,86,86,-2,5,-5,2,14,-2,2,1,1
5942,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5944,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
5945,421,634,1,1,210,0,210,210,210,-2,6,-7,3,18,-3,3,1,1
5946,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
5948,168,252,0,0,84,1,84,84,84,-3,6,-6,3,18,0,0,1,1
5964,76,117,0,0,38,1,38,38,38,0,0,0,0,0,0,0,1,1
5970,16,26,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
5981,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
5984,117,181,0,1,58,0,58,58,58,0,1,-2,1,4,-1,1,1,1
5985,118,182,1,0,59,0,58,58,58,-2,2,-2,2,8,4,-4,1,1
5986,17,28,0,1,8,0,8,8,8,0,-1,1,0,2,2,-2,1,1
5987,118,181,1,0,59,0,58,58,58,-1,2,-2,1,6,0,0,1,1
5988,109,169,0,1,54,0,54,54,54,0,1,-2,1,4,-1,1,1,1
5997,111,170,1,1,55,0,55,55,55,-1,3,-3,1,8,-2,2,1,1
5998,233,351,0,1,116,0,116,116,116,-3,5,-5,3,16,2,-2,1,1
6000,108,165,0,0,54,1,54,54,54,-1,2,-2,1,6,0,0,1,1
6001,111,170,1,1,55,0,55,55,55,-2,4,-3,1,10,-1,1,1,1
6003,104,161,1,0,52,0,51,51,51,-1,2,-2,1,6,0,0,1,1
6004,16,28,0,0,8,1,8,8,8,-1,2,-2,1,6,0,0,1,1
6005,105,163,1,1,52,0,52,52,52,-1,3,-3,1,8,-2,2,1,1
6009,103,159,1,1,51,0,51,51,51,-2,4,-3,1,10,-1,1,1,1
6010,101,156,0,1,50,0,50,50,50,-2,3,-3,2,10,2,-2,1,1
6013,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
6013,249,375,1,1,124,0,124,124,124,-1,3,-3,1,8,-2,2,1,1
6017,244,366,1,0,122,0,121,121,121,-1,3,-3,1,8,-2,2,1,1
6020,243,364,0,1,121,0,121,121,121,-2,3,-3,2,10,2,-2,1,1
6030,389,587,0,1,194,0,194,194,194,-1,1,-1,1,4,2,-2,1,1
6032,384,580,0,0,192,1,192,192,192,0,0,0,0,0,0,0,1,1
6033,381,576,1,1,190,0,190,190,190,0,2,-3,1,6,-3,3,1,1
6036,52,79,0,0,26,1,26,26,26,0,0,0,0,0,0,0,1,1
6036,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
6037,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
6037,128,192,1,0,64,0,63,63,63,-2,4,-4,2,12,0,0,1,1
6037,132,199,1,0,66,0,65,65,65,-3,5,-4,2,14,1,-1,1,1
6038,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
6039,132,199,1,0,66,0,65,65,65,-2,5,-5,2,14,-2,2,1,1
6041,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
6041,130,196,1,0,65,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
6042,129,194,0,1,64,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
6043,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
6045,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
6050,41,60,0,1,20,0,20,20,20,-1,1,0,0,2,1,-1,1,1
6050,696,1035,0,0,348,1,348,348,348,-2,3,-1,0,6,0,0,1,1
6056,692,1029,0,0,346,1,346,346,346,-1,2,-2,1,6,0,0,1,1
6057,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
6057,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
6060,695,1031,0,1,347,0,347,347,347,-1,1,-1,1,4,2,-2,1,1
6064,60,87,0,0,30,1,30,30,30,-1,2,-2,1,6,0,0,1,1
6065,57,83,1,1,28,0,28,28,28,0,1,-1,0,2,-2,2,1,1
6072,71,105,0,1,35,0,35,35,35,-3,5,-5,3,16,2,-2,1,1
6072,75,111,0,1,37,0,37,37,37,-3,5,-4,2,14,1,-1,1,1
6077,114,170,1,0,57,0,56,56,56,-2,4,-4,2,12,0,0,1,1
6078,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
6078,124,185,0,0,62,1,62,62,62,-1,2,-2,1,6,0,0,1,1
6080,677,1007,0,1,338,0,338,338,338,0,-1,1,0,2,2,-2,1,1
6082,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
6085,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
6085,192,284,1,0,96,0,95,95,95,-2,2,-1,1,6,3,-3,1,1
6085,195,289,1,1,97,0,97,97,97,0,1,-1,0,2,-2,2,1,1
6088,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
6088,192,284,0,0,96,1,96,96,96,0,0,0,0,0,0,0,1,1
6092,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
6095,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
6099,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
6108,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
6109,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
6116,96,146,0,0,48,1,48,48,48,0,0,0,0,0,0,0,1,1
6117,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
6117,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
6122,173,255,0,1,86,0,86,86,86,-1,1,-1,1,4,2,-2,1,1
6124,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
6130,48,70,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
6137,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
6189,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
6191,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
6201,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
6202,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
6232,55,87,0,1,27,0,27,27,27,0,-1,1,0,2,2,-2,1,1
6268,21,35,0,1,10,0,10,10,10,-1,1,-1,1,4,2,-2,1,1
6293,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
6297,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
6299,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
6301,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
6309,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
6309,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
6309,112,162,1,0,56,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
6310,111,162,0,1,55,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
6313,470,699,1,0,235,0,234,234,234,-1,0,1,0,2,3,-3,1,1
6316,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
6324,100,145,0,0,50,1,50,50,50,1,-2,2,-1,6,0,0,1,1
6329,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
6332,108,155,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
6349,89,127,1,1,44,0,44,44,44,2,-2,1,-1,6,-3,3,1,1
6370,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
6371,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
6372,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
6373,80,114,1,0,40,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
6373,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
6374,79,114,0,1,39,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
6374,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
6375,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
6376,43,61,0,1,21,0,21,21,21,0,-1,1,0,2,2,-2,1,1
6376,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
6381,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
6383,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
6393,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
6394,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
6407,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
6442,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
6445,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
6447,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
6449,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
6450,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
6454,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
6456,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
6458,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
6460,51,72,0,1,25,0,25,25,25,-1,1,-1,1,4,2,-2,1,1
6466,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
6469,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
6472,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
6476,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
6479,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
6483,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
6492,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
6493,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
6493,226,348,1,0,113,0,112,112,112,0,0,0,0,0,0,0,1,1
6496,220,339,0,0,110,1,110,110,110,1,-2,2,-1,6,0,0,1,1
6501,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
6501,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
6504,199,305,0,1,99,0,99,99,99,1,-3,3,-1,8,2,-2,1,1
6508,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
6514,48,70,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
6517,214,329,1,0,107,0,106,106,106,1,-2,2,-1,6,0,0,1,1
6521,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
6568,151,231,0,1,75,0,75,75,75,-1,1,-1,1,4,2,-2,1,1
6573,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
6575,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
6585,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
6586,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
6599,173,266,1,1,86,0,86,86,86,2,-3,3,-2,10,-2,2,1,1
6600,167,257,0,1,83,0,83,83,83,1,-3,3,-1,8,2,-2,1,1
6600,171,263,0,1,85,0,85,85,85,1,-3,4,-2,10,1,-1,1,1
6601,171,263,1,1,85,0,85,85,85,2,-3,3,-2,10,-2,2,1,1
6608,165,255,0,1,82,0,82,82,82,2,-3,2,-1,8,-1,1,1,1
6616,55,87,0,1,27,0,27,27,27,0,-1,1,0,2,2,-2,1,1
6640,84,133,0,0,42,1,42,42,42,-1,2,-2,1,6,0,0,1,1
6647,111,174,1,1,55,0,55,55,55,0,-1,2,-1,4,1,-1,1,1
6652,21,35,0,1,10,0,10,10,10,-1,1,-1,1,4,2,-2,1,1
6673,45,72,1,1,22,0,22,22,22,0,2,-3,1,6,-3,3,1,1
6673,59,95,1,1,29,0,29,29,29,0,2,-3,1,6,-3,3,1,1
6677,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
6681,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
6681,95,149,1,1,47,0,47,47,47,0,0,1,-1,2,-1,1,1,1
6683,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
6685,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
6693,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
6698,92,142,0,0,46,1,46,46,46,0,-1,3,-2,6,0,0,1,1
6699,92,142,1,0,46,0,45,45,45,1,-2,3,-2,8,-1,1,1,1
6700,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
6703,82,126,1,0,41,0,40,40,40,1,-2,2,-1,6,0,0,1,1
6735,134,205,1,0,67,0,66,66,66,1,-1,1,-1,4,-2,2,1,1
6740,24,40,0,0,12,1,12,12,12,0,0,0,0,0,0,0,1,1
6742,25,43,0,1,12,0,12,12,12,-1,1,-1,1,4,2,-2,1,1
6748,19,32,0,1,9,0,9,9,9,-1,1,-1,1,4,2,-2,1,1
6756,16,28,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
6761,110,170,1,0,55,0,54,54,54,-1,0,0,1,2,4,-4,1,1
6763,26,43,1,0,13,0,12,12,12,0,0,0,0,0,0,0,1,1
6764,24,40,0,0,12,1,12,12,12,0,0,0,0,0,0,0,1,1
6772,16,28,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
6773,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
6773,105,163,1,1,52,0,52,52,52,0,1,-1,0,2,-2,2,1,1
6777,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
6779,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
6781,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
